timestamp,angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,distRaced,curLapTime,steer,accel,brake,gear_cmd
1782692360.367683,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5235.99,0,0.0,-0.982,-0.021287698967128715,1.0,0.0,1
1782692360.3843343,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5386.69,0,0.0,-0.962,-0.021287698967128715,1.0,0.0,1
1782692360.4010136,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5542.21,0,0.0,-0.942,-0.021287698967128715,1.0,0.0,1
1782692360.4343743,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5702.71,0,0.0,-0.922,-0.021287698967128715,1.0,0.0,1
1782692360.451053,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5868.34,0,0.0,-0.902,-0.021287698967128715,1.0,0.0,1
1782692360.466762,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6039.26,0,0.0,-0.882,-0.021287698967128715,1.0,0.0,1
1782692360.4845867,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6215.65,0,0.0,-0.862,-0.021287698967128715,1.0,0.0,1
1782692360.503576,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6397.68,0,0.0,-0.842,-0.021287698967128715,1.0,0.0,1
1782692360.5195665,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6585.53,0,0.0,-0.822,-0.021287698967128715,1.0,0.0,1
1782692360.5491073,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6779.4,0,0.0,-0.802,-0.021287698967128715,1.0,0.0,1
1782692360.5660388,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6979.46,0,0.0,-0.782,-0.021287698967128715,1.0,0.0,1
1782692360.5830588,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,7185.91,0,0.0,-0.762,-0.021287698967128715,1.0,0.0,1
1782692360.600104,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,7398.97,0,0.0,-0.742,-0.021287698967128715,1.0,0.0,1
1782692360.6375313,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,7618.85,0,0.0,-0.722,-0.021287698967128715,1.0,0.0,1
1782692360.6525085,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,7845.75,0,0.0,-0.702,-0.021287698967128715,1.0,0.0,1
1782692360.6687925,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,8079.91,0,0.0,-0.682,-0.021287698967128715,1.0,0.0,1
