timestamp,distFromStart,distRaced,curLapTime,angle,speed,speedY,speedZ,trackPos,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,rpm,gear,damage,wheel_0,wheel_1,wheel_2,wheel_3,steer,accel,brake
1782785143.553076,3598.45,0.0,-0.982,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5235.99,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.5690796,3598.45,0.0,-0.962,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5386.69,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.5860574,3598.45,0.0,-0.942,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5542.21,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.620037,3598.45,0.0,-0.922,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5702.71,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.6350298,3598.45,0.0,-0.902,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,5868.34,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.653018,3598.45,0.0,-0.882,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6039.26,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.6680098,3598.45,0.0,-0.862,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6215.65,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.7029898,3598.45,0.0,-0.842,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6397.68,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.7199805,3598.45,0.0,-0.822,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6585.53,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.7349706,3598.45,0.0,-0.802,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6779.4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.752974,3598.45,0.0,-0.782,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,6979.46,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.7679524,3598.45,0.0,-0.762,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,7185.91,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782785143.7869408,3598.45,0.0,-0.742,0.00822276,-0.00913045,-0.00302988,0.00318209,0.333439,5.70304,6.56537,8.11457,10.8985,16.4098,200.0,118.849,81.4006,67.3518,62.0267,57.4982,50.2133,42.262,34.2821,26.9794,20.3028,15.7001,12.8602,11.2227,7398.97,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
